image_path,defect_flag,machine_id
prod_130.png,False,M4
prod_131.png,False,M3
prod_132.png,False,M2
prod_133.png,False,M2
prod_134.png,False,M1
prod_135.png,False,M3
prod_136.png,False,M1
prod_137.png,False,M4
prod_138.png,False,M3
prod_139.png,False,M1
prod_140.png,True,M1
prod_141.png,False,M4
prod_142.png,False,M3
prod_143.png,False,M2
prod_144.png,False,M3
prod_145.png,False,M3
prod_146.png,False,M4
prod_147.png,False,M4
prod_148.png,False,M2
prod_149.png,False,M1
prod_150.png,False,M2
prod_151.png,False,M4
prod_152.png,False,M4
prod_153.png,False,M3
prod_154.png,True,M4
prod_155.png,False,M3
prod_156.png,False,M3
prod_157.png,False,M4
prod_158.png,False,M4
prod_159.png,True,M3
prod_160.png,False,M4
prod_161.png,True,M3
prod_162.png,False,M1
prod_163.png,False,M2
prod_164.png,False,M2
prod_165.png,False,M2
prod_166.png,False,M4
prod_167.png,False,M4
prod_168.png,False,M3
prod_169.png,False,M3
prod_170.png,False,M4
prod_171.png,False,M2
prod_172.png,False,M2
prod_173.png,False,M2
prod_174.png,False,M1
prod_175.png,False,M1
prod_176.png,False,M4
prod_177.png,False,M2
prod_178.png,False,M4
prod_179.png,False,M1
prod_180.png,False,M4
prod_181.png,False,M1
prod_182.png,False,M2
prod_183.png,False,M4
prod_184.png,False,M1
prod_185.png,False,M1
prod_186.png,False,M2
prod_187.png,False,M2
prod_188.png,True,M3
prod_189.png,False,M2
prod_190.png,False,M1
prod_191.png,False,M4
prod_192.png,False,M2
prod_193.png,False,M1
prod_194.png,False,M3
prod_195.png,False,M2
prod_196.png,False,M2
prod_197.png,False,M3
prod_198.png,False,M4
prod_199.png,False,M2
prod_200.png,False,M3
prod_201.png,False,M1
prod_202.png,False,M4
prod_203.png,False,M4
prod_204.png,False,M2
prod_205.png,False,M2
prod_206.png,False,M2
prod_207.png,False,M3
prod_208.png,False,M2
prod_209.png,False,M4
prod_210.png,False,M1
prod_211.png,False,M3
prod_212.png,False,M2
prod_213.png,False,M3
prod_214.png,False,M3
prod_215.png,False,M2
prod_216.png,False,M4
prod_217.png,False,M3
prod_218.png,False,M4
prod_219.png,False,M2
prod_220.png,False,M2
prod_221.png,False,M1
prod_222.png,False,M2
prod_223.png,False,M1
prod_224.png,False,M4
prod_225.png,False,M4
prod_226.png,False,M2
prod_227.png,False,M2
prod_228.png,False,M3
prod_229.png,False,M3
prod_230.png,False,M2
prod_231.png,False,M2
prod_232.png,False,M2
prod_233.png,True,M4
prod_234.png,False,M2
prod_235.png,False,M2
prod_236.png,False,M3
prod_237.png,False,M4
prod_238.png,False,M1
prod_239.png,False,M3
prod_240.png,False,M3
prod_241.png,False,M1
prod_242.png,False,M2
prod_243.png,False,M2
prod_244.png,False,M3
prod_245.png,False,M2
prod_246.png,False,M3
prod_247.png,False,M3
prod_248.png,False,M2
prod_249.png,False,M2
prod_250.png,False,M3
prod_251.png,False,M4
prod_252.png,False,M2
prod_253.png,False,M3
prod_254.png,False,M2
prod_255.png,False,M3
prod_256.png,False,M3
prod_257.png,False,M2
prod_258.png,False,M1
prod_259.png,False,M4
prod_260.png,False,M3
prod_261.png,False,M2
prod_262.png,False,M3
prod_263.png,False,M4
prod_264.png,False,M3
prod_265.png,False,M4
prod_266.png,False,M2
prod_267.png,False,M4
prod_268.png,False,M2
prod_269.png,False,M3
prod_270.png,False,M2
prod_271.png,False,M4
prod_272.png,True,M2
prod_273.png,False,M1
prod_274.png,False,M2
prod_275.png,False,M3
prod_276.png,False,M1
prod_277.png,False,M3
prod_278.png,False,M4
prod_279.png,False,M4
prod_280.png,False,M2
prod_281.png,False,M2
prod_282.png,False,M2
prod_283.png,False,M2
prod_284.png,False,M2
prod_285.png,False,M4
prod_286.png,False,M4
prod_287.png,False,M3
prod_288.png,False,M2
prod_289.png,False,M4
prod_290.png,False,M1
prod_291.png,True,M2
prod_292.png,False,M1
prod_293.png,False,M2
prod_294.png,False,M3
prod_295.png,False,M4
prod_296.png,False,M3
prod_297.png,False,M3
prod_298.png,False,M1
prod_299.png,False,M3
prod_300.png,False,M4
prod_301.png,False,M3
prod_302.png,False,M4
prod_303.png,False,M4
prod_304.png,True,M1
prod_305.png,False,M1
prod_306.png,False,M3
prod_307.png,False,M3
prod_308.png,False,M1
prod_309.png,True,M2
prod_310.png,False,M3
prod_311.png,False,M4
prod_312.png,False,M3
prod_313.png,False,M1
prod_314.png,False,M4
prod_315.png,False,M4
prod_316.png,False,M2
prod_317.png,False,M1
prod_318.png,False,M4
prod_319.png,False,M3
prod_320.png,False,M3
prod_321.png,False,M2
prod_322.png,False,M1
prod_323.png,False,M4
prod_324.png,False,M2
prod_325.png,False,M1
prod_326.png,False,M4
prod_327.png,False,M3
prod_328.png,False,M1
prod_329.png,False,M4
prod_330.png,False,M2
prod_331.png,False,M1
prod_332.png,False,M1
prod_333.png,False,M3
prod_334.png,False,M4
prod_335.png,False,M4
prod_336.png,False,M1
prod_337.png,False,M1
prod_338.png,False,M4
prod_339.png,False,M1
prod_340.png,False,M4
prod_341.png,False,M3
prod_342.png,False,M2
prod_343.png,False,M3
prod_344.png,False,M4
prod_345.png,False,M3
prod_346.png,False,M2
prod_347.png,False,M2
prod_348.png,False,M2
prod_349.png,False,M2
prod_350.png,False,M2
prod_351.png,True,M3
prod_352.png,False,M2
prod_353.png,False,M2
prod_354.png,False,M1
prod_355.png,False,M2
prod_356.png,False,M1
prod_357.png,False,M1
prod_358.png,False,M4
prod_359.png,False,M1
prod_360.png,False,M2
prod_361.png,True,M2
prod_362.png,False,M1
prod_363.png,False,M1
prod_364.png,False,M4
prod_365.png,False,M1
prod_366.png,False,M2
prod_367.png,True,M3
prod_368.png,False,M4
prod_369.png,False,M2
prod_370.png,False,M4
prod_371.png,False,M4
prod_372.png,False,M2
prod_373.png,False,M4
prod_374.png,False,M2
prod_375.png,False,M3
prod_376.png,False,M3
prod_377.png,False,M1
prod_378.png,False,M3
prod_379.png,False,M4
prod_380.png,False,M2
prod_381.png,False,M1
prod_382.png,True,M3
prod_383.png,False,M3
prod_384.png,False,M1
prod_385.png,True,M3
prod_386.png,False,M2
prod_387.png,False,M3
prod_388.png,True,M2
prod_389.png,True,M2
prod_390.png,False,M1
prod_391.png,False,M2
prod_392.png,False,M2
prod_393.png,False,M1
prod_394.png,False,M1
prod_395.png,False,M4
prod_396.png,False,M1
prod_397.png,False,M3
prod_398.png,True,M1
prod_399.png,False,M4
prod_400.png,False,M4
prod_401.png,False,M2
prod_402.png,False,M4
prod_403.png,False,M2
prod_404.png,False,M2
prod_405.png,True,M3
prod_406.png,False,M3
prod_407.png,False,M2
prod_408.png,False,M2
prod_409.png,True,M2
prod_410.png,False,M3
prod_411.png,False,M4
prod_412.png,False,M1
prod_413.png,False,M1
prod_414.png,False,M1
prod_415.png,False,M1
prod_416.png,False,M3
prod_417.png,False,M3
prod_418.png,False,M1
prod_419.png,False,M4
prod_420.png,False,M4
prod_421.png,False,M1
prod_422.png,False,M3
prod_423.png,False,M2
prod_424.png,False,M1
prod_425.png,True,M1
prod_426.png,True,M3
prod_427.png,False,M2
prod_428.png,False,M4
prod_429.png,False,M4
prod_430.png,False,M4
prod_431.png,False,M4
prod_432.png,False,M1
prod_433.png,False,M1
prod_434.png,False,M3
prod_435.png,False,M4
prod_436.png,False,M2
prod_437.png,False,M2
prod_438.png,False,M2
prod_439.png,False,M1
prod_440.png,False,M1
prod_441.png,False,M3
prod_442.png,False,M2
prod_443.png,False,M2
prod_444.png,False,M3
prod_445.png,False,M1
prod_446.png,False,M2
prod_447.png,False,M4
prod_448.png,False,M2
prod_449.png,False,M2
prod_450.png,False,M1
prod_451.png,False,M3
prod_452.png,False,M1
prod_453.png,False,M4
prod_454.png,False,M1
prod_455.png,False,M1
prod_456.png,False,M3
prod_457.png,True,M2
prod_458.png,True,M1
prod_459.png,True,M4
prod_460.png,False,M2
prod_461.png,False,M1
prod_462.png,False,M3
prod_463.png,False,M2
prod_464.png,False,M2
prod_465.png,False,M2
prod_466.png,False,M1
prod_467.png,False,M4
prod_468.png,False,M4
prod_469.png,False,M2
prod_470.png,False,M4
prod_471.png,False,M1
prod_472.png,False,M2
prod_473.png,False,M4
prod_474.png,False,M1
prod_475.png,False,M3
prod_476.png,False,M4
prod_477.png,False,M3
prod_478.png,False,M2
prod_479.png,False,M1
prod_480.png,False,M4
prod_481.png,False,M2
prod_482.png,True,M3
prod_483.png,False,M3
prod_484.png,True,M2
prod_485.png,False,M4
prod_486.png,False,M1
prod_487.png,False,M2
prod_488.png,False,M1
prod_489.png,False,M4
prod_490.png,False,M4
prod_491.png,False,M4
prod_492.png,True,M1
prod_493.png,False,M4
prod_494.png,False,M1
prod_495.png,True,M1
prod_496.png,False,M1
prod_497.png,True,M3
prod_498.png,False,M1
prod_499.png,False,M1
prod_500.png,True,M1
prod_501.png,False,M1
prod_502.png,False,M1
prod_503.png,False,M2
prod_504.png,False,M3
prod_505.png,False,M3
prod_506.png,True,M4
prod_507.png,True,M2
prod_508.png,False,M4
prod_509.png,False,M2
prod_510.png,False,M1
prod_511.png,False,M3
prod_512.png,False,M2
prod_513.png,True,M2
prod_514.png,False,M4
prod_515.png,False,M3
prod_516.png,False,M2
prod_517.png,False,M4
prod_518.png,False,M3
prod_519.png,False,M3
prod_520.png,False,M1
prod_521.png,False,M4
prod_522.png,False,M2
prod_523.png,True,M2
prod_524.png,False,M4
prod_525.png,False,M3
prod_526.png,False,M1
prod_527.png,True,M2
prod_528.png,False,M1
prod_529.png,False,M3
prod_530.png,True,M2
prod_531.png,False,M3
prod_532.png,True,M2
prod_533.png,False,M4
prod_534.png,False,M1
prod_535.png,False,M3
prod_536.png,False,M3
prod_537.png,False,M1
prod_538.png,True,M3
prod_539.png,False,M3
prod_540.png,False,M3
prod_541.png,False,M4
prod_542.png,False,M2
prod_543.png,False,M3
prod_544.png,False,M2
prod_545.png,False,M2
prod_546.png,False,M4
prod_547.png,False,M4
prod_548.png,False,M1
prod_549.png,False,M3
prod_550.png,False,M3
prod_551.png,False,M1
prod_552.png,False,M1
prod_553.png,False,M3
prod_554.png,False,M3
prod_555.png,False,M1
prod_556.png,False,M4
prod_557.png,False,M4
prod_558.png,False,M2
prod_559.png,False,M3
prod_560.png,False,M3
prod_561.png,True,M3
prod_562.png,False,M1
prod_563.png,False,M4
prod_564.png,False,M1
prod_565.png,False,M1
prod_566.png,True,M4
prod_567.png,False,M4
prod_568.png,False,M4
prod_569.png,False,M4
prod_570.png,False,M4
prod_571.png,False,M2
prod_572.png,False,M1
prod_573.png,False,M1
prod_574.png,False,M4
prod_575.png,False,M4
prod_576.png,True,M2
prod_577.png,False,M2
prod_578.png,True,M3
prod_579.png,False,M3
prod_580.png,True,M4
prod_581.png,False,M1
prod_582.png,True,M4
prod_583.png,False,M1
prod_584.png,False,M1
prod_585.png,False,M2
prod_586.png,False,M3
prod_587.png,False,M4
prod_588.png,False,M3
prod_589.png,False,M4
prod_590.png,False,M1
prod_591.png,False,M3
prod_592.png,False,M1
prod_593.png,True,M3
prod_594.png,False,M1
prod_595.png,False,M2
prod_596.png,False,M1
prod_597.png,False,M1
prod_598.png,False,M2
prod_599.png,False,M3
prod_600.png,False,M3
prod_601.png,False,M2
prod_602.png,False,M2
prod_603.png,False,M4
prod_604.png,False,M3
prod_605.png,False,M2
prod_606.png,False,M3
prod_607.png,False,M1
prod_608.png,False,M1
prod_609.png,False,M2
prod_610.png,False,M2
prod_611.png,False,M3
prod_612.png,False,M1
prod_613.png,False,M2
prod_614.png,False,M1
prod_615.png,False,M1
prod_616.png,False,M2
prod_617.png,False,M1
prod_618.png,False,M1
prod_619.png,False,M4
prod_620.png,False,M1
prod_621.png,False,M3
prod_622.png,False,M4
prod_623.png,False,M4
prod_624.png,False,M3
prod_625.png,False,M4
prod_626.png,False,M3
prod_627.png,False,M3
prod_628.png,False,M2
prod_629.png,False,M1
prod_630.png,False,M4
prod_631.png,False,M3
prod_632.png,False,M3
prod_633.png,True,M1
prod_634.png,False,M3
prod_635.png,False,M1
prod_636.png,False,M1
prod_637.png,True,M3
prod_638.png,False,M3
prod_639.png,False,M1
prod_640.png,False,M4
prod_641.png,False,M1
prod_642.png,False,M1
prod_643.png,False,M1
prod_644.png,False,M3
prod_645.png,False,M4
prod_646.png,False,M3
prod_647.png,False,M2
prod_648.png,False,M1
prod_649.png,False,M3
prod_650.png,False,M4
prod_651.png,False,M3
prod_652.png,False,M1
prod_653.png,False,M2
prod_654.png,False,M1
prod_655.png,False,M3
prod_656.png,False,M3
prod_657.png,False,M3
prod_658.png,False,M3
prod_659.png,False,M3
prod_660.png,False,M3
prod_661.png,False,M1
prod_662.png,True,M1
prod_663.png,True,M1
prod_664.png,False,M1
prod_665.png,False,M1
prod_666.png,False,M4
prod_667.png,True,M2
prod_668.png,False,M4
prod_669.png,False,M4
prod_670.png,False,M1
prod_671.png,False,M3
prod_672.png,False,M3
prod_673.png,False,M4
prod_674.png,False,M3
prod_675.png,False,M1
prod_676.png,True,M2
prod_677.png,False,M3
prod_678.png,True,M1
prod_679.png,False,M4
prod_680.png,False,M1
prod_681.png,False,M3
prod_682.png,True,M1
prod_683.png,True,M4
prod_684.png,False,M3
prod_685.png,False,M4
prod_686.png,False,M3
prod_687.png,False,M1
prod_688.png,False,M1
prod_689.png,False,M4
prod_690.png,False,M4
prod_691.png,False,M1
prod_692.png,False,M1
prod_693.png,False,M3
prod_694.png,True,M4
prod_695.png,False,M1
prod_696.png,False,M3
prod_697.png,False,M4
prod_698.png,False,M2
prod_699.png,False,M3
prod_700.png,False,M4
prod_701.png,False,M4
prod_702.png,False,M1
prod_703.png,False,M3
prod_704.png,False,M2
prod_705.png,False,M3
prod_706.png,False,M2
prod_707.png,False,M2
prod_708.png,False,M4
prod_709.png,False,M4
prod_710.png,False,M2
prod_711.png,False,M1
prod_712.png,False,M2
prod_713.png,False,M3
prod_714.png,False,M1
prod_715.png,False,M2
prod_716.png,False,M1
prod_717.png,False,M4
prod_718.png,True,M1
prod_719.png,False,M3
prod_720.png,False,M2
prod_721.png,False,M4
prod_722.png,False,M3
prod_723.png,True,M2
prod_724.png,False,M3
prod_725.png,False,M4
prod_726.png,False,M4
prod_727.png,False,M3
prod_728.png,False,M1
prod_729.png,False,M2
prod_730.png,False,M4
prod_731.png,False,M3
prod_732.png,False,M2
prod_733.png,True,M3
prod_734.png,False,M1
prod_735.png,False,M3
prod_736.png,True,M3
prod_737.png,True,M1
prod_738.png,False,M3
prod_739.png,False,M4
prod_740.png,False,M3
prod_741.png,True,M3
prod_742.png,False,M2
prod_743.png,False,M4
prod_744.png,False,M4
prod_745.png,False,M3
prod_746.png,False,M3
prod_747.png,False,M1
prod_748.png,False,M2
prod_749.png,False,M2
prod_750.png,False,M1
prod_751.png,False,M3
prod_752.png,False,M1
prod_753.png,True,M1
prod_754.png,False,M4
prod_755.png,False,M1
prod_756.png,False,M1
prod_757.png,True,M1
prod_758.png,False,M3
prod_759.png,False,M1
prod_760.png,False,M4
prod_761.png,False,M3
prod_762.png,False,M4
prod_763.png,False,M1
prod_764.png,False,M3
prod_765.png,False,M4
prod_766.png,False,M3
prod_767.png,False,M1
prod_768.png,False,M1
prod_769.png,True,M1
prod_770.png,False,M1
prod_771.png,False,M4
prod_772.png,True,M1
prod_773.png,True,M4
prod_774.png,False,M4
prod_775.png,False,M2
prod_776.png,True,M4
prod_777.png,False,M4
prod_778.png,False,M3
prod_779.png,False,M4
prod_780.png,False,M3
prod_781.png,False,M3
prod_782.png,False,M1
prod_783.png,True,M4
prod_784.png,False,M1
prod_785.png,False,M4
prod_786.png,False,M1
prod_787.png,False,M1
prod_788.png,False,M1
prod_789.png,True,M2
prod_790.png,False,M2
prod_791.png,False,M3
prod_792.png,False,M3
prod_793.png,False,M4
prod_794.png,False,M3
prod_795.png,False,M2
prod_796.png,False,M3
prod_797.png,False,M2
prod_798.png,False,M3
prod_799.png,False,M2
prod_800.png,False,M1
prod_801.png,False,M4
prod_802.png,True,M1
prod_803.png,False,M1
prod_804.png,False,M3
prod_805.png,False,M2
prod_806.png,False,M3
prod_807.png,False,M3
prod_808.png,False,M4
prod_809.png,False,M4
prod_810.png,False,M3
prod_811.png,False,M2
prod_812.png,False,M2
prod_813.png,False,M1
prod_814.png,False,M4
prod_815.png,False,M3
prod_816.png,False,M2
prod_817.png,False,M3
prod_818.png,False,M4
prod_819.png,False,M2
prod_820.png,False,M3
prod_821.png,False,M1
prod_822.png,False,M3
prod_823.png,False,M1
prod_824.png,False,M1
prod_825.png,False,M1
prod_826.png,False,M3
prod_827.png,False,M3
prod_828.png,False,M4
prod_829.png,False,M4
prod_830.png,False,M2
prod_831.png,False,M2
prod_832.png,False,M4
prod_833.png,True,M2
prod_834.png,False,M2
prod_835.png,False,M1
prod_836.png,False,M4
prod_837.png,False,M2
prod_838.png,True,M1
prod_839.png,False,M4
prod_840.png,False,M2
prod_841.png,False,M1
prod_842.png,False,M2
prod_843.png,False,M4
prod_844.png,True,M1
prod_845.png,False,M3
prod_846.png,False,M4
prod_847.png,False,M3
prod_848.png,False,M4
prod_849.png,False,M3
prod_850.png,False,M1
prod_851.png,False,M2
prod_852.png,False,M2
prod_853.png,True,M3
prod_854.png,False,M2
prod_855.png,False,M1
prod_856.png,False,M1
prod_857.png,False,M3
prod_858.png,False,M4
prod_859.png,False,M4
prod_860.png,False,M3
prod_861.png,False,M1
prod_862.png,False,M4
prod_863.png,False,M3
prod_864.png,False,M4
prod_865.png,False,M1
prod_866.png,False,M2
prod_867.png,False,M3
prod_868.png,False,M4
prod_869.png,False,M4
prod_870.png,False,M2
prod_871.png,False,M3
prod_872.png,False,M4
prod_873.png,False,M2
prod_874.png,False,M3
prod_875.png,False,M4
prod_876.png,False,M1
prod_877.png,False,M4
prod_878.png,True,M1
prod_879.png,False,M4
prod_880.png,False,M4
prod_881.png,False,M2
prod_882.png,False,M4
prod_883.png,False,M2
prod_884.png,False,M3
prod_885.png,False,M4
prod_886.png,False,M1
prod_887.png,False,M1
prod_888.png,False,M3
prod_889.png,False,M4
prod_890.png,False,M3
prod_891.png,False,M3
prod_892.png,False,M1
prod_893.png,False,M1
prod_894.png,False,M3
prod_895.png,False,M1
prod_896.png,False,M2
prod_897.png,False,M1
prod_898.png,False,M1
prod_899.png,False,M1
prod_900.png,False,M2
prod_901.png,False,M3
prod_902.png,False,M1
prod_903.png,False,M4
prod_904.png,False,M2
prod_905.png,False,M3
prod_906.png,False,M1
prod_907.png,False,M2
prod_908.png,True,M1
prod_909.png,False,M3
prod_910.png,False,M2
prod_911.png,False,M4
prod_912.png,False,M2
prod_913.png,False,M4
prod_914.png,False,M2
prod_915.png,False,M1
prod_916.png,False,M2
prod_917.png,False,M3
prod_918.png,False,M1
prod_919.png,False,M1
prod_920.png,False,M4
prod_921.png,False,M1
prod_922.png,False,M4
prod_923.png,False,M4
prod_924.png,False,M1
prod_925.png,False,M3
prod_926.png,False,M2
prod_927.png,False,M4
prod_928.png,False,M4
prod_929.png,False,M2
prod_930.png,False,M3
prod_931.png,False,M2
prod_932.png,False,M2
prod_933.png,False,M4
prod_934.png,False,M3
prod_935.png,False,M4
prod_936.png,False,M3
prod_937.png,False,M1
prod_938.png,False,M2
prod_939.png,False,M1
prod_940.png,False,M2
prod_941.png,False,M1
prod_942.png,False,M2
prod_943.png,False,M4
prod_944.png,False,M3
prod_945.png,False,M2
prod_946.png,False,M2
prod_947.png,False,M2
prod_948.png,False,M2
prod_949.png,False,M1
prod_950.png,False,M4
prod_951.png,False,M2
prod_952.png,False,M3
prod_953.png,False,M4
prod_954.png,False,M1
prod_955.png,False,M4
prod_956.png,False,M3
prod_957.png,False,M1
prod_958.png,False,M3
prod_959.png,False,M1
prod_960.png,False,M1
prod_961.png,False,M4
prod_962.png,False,M1
prod_963.png,False,M2
prod_964.png,False,M2
prod_965.png,False,M2
prod_966.png,False,M1
prod_967.png,False,M1
prod_968.png,False,M3
prod_969.png,False,M1
prod_970.png,False,M3
prod_971.png,True,M2
prod_972.png,False,M3
prod_973.png,False,M2
prod_974.png,False,M1
prod_975.png,False,M3
prod_976.png,False,M3
prod_977.png,False,M2
prod_978.png,False,M4
prod_979.png,False,M3
prod_980.png,False,M3
prod_981.png,True,M4
prod_982.png,False,M4
prod_983.png,False,M3
prod_984.png,False,M2
prod_985.png,False,M2
prod_986.png,True,M1
prod_987.png,False,M1
prod_988.png,False,M3
prod_989.png,False,M2
prod_990.png,False,M4
prod_991.png,False,M1
prod_992.png,False,M2
prod_993.png,False,M2
prod_994.png,False,M4
prod_995.png,False,M3
prod_996.png,False,M2
prod_997.png,True,M3
prod_998.png,False,M1
prod_999.png,False,M4
